_source,_record,kind,system,R,basis,nao,E,converged,wall_s,phase,M,seed,peak_gpu_mb,peak_train_mb,E_grid5,grid_bias_mha,steps,mol
exp3_lih_dissociation,RESULT,splat,lih,2.00000000,,,-8.03536974,,12,warm,19,0,,,-8.03536932,-0.00042038,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.50000000,,,-8.00992558,,13,warm,19,0,,,-8.00992488,-0.00070249,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.00000000,,,-7.98679795,,13,warm,19,0,,,-7.98679915,0.00119358,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.50000000,,,-7.96917842,,12,warm,19,0,,,-7.96917878,0.00035564,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.00000000,,,-7.95653750,,12,warm,19,0,,,-7.95653604,-0.00145922,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.50000000,,,-7.94774485,,13,warm,19,0,,,-7.94774362,-0.00122698,2000,
exp3_lih_dissociation,RESULT,splat,lih,5.00000000,,,-7.94175642,,13,warm,19,0,,,-7.94175249,-0.00393000,2000,
exp3_lih_dissociation,RESULT,splat,lih,6.00000000,,,-7.93501330,,13,warm,19,0,,,-7.93500013,-0.01317245,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.00000000,,,-7.95322337,,82,warm,38,0,,,-7.95321434,-0.00903179,4000,
exp3_lih_dissociation,RESULT,splat,lih,1.30000000,,,-8.03181250,,33,warm,38,0,,,-8.03180997,-0.00253175,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.60000000,,,-8.04726993,,19,warm,38,0,,,-8.04717820,-0.09172800,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.00000000,,,-8.03582139,,18,warm,38,0,,,-8.03568321,-0.13817751,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.50000000,,,-8.01027616,,19,warm,38,0,,,-8.01019524,-0.08091859,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.00000000,,,-7.98717029,,18,warm,38,0,,,-7.98709344,-0.07684395,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.50000000,,,-7.96949761,,19,warm,38,0,,,-7.96943262,-0.06498661,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.00000000,,,-7.95684660,,19,warm,38,0,,,-7.95678792,-0.05867855,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.50000000,,,-7.94806370,,18,warm,38,0,,,-7.94801326,-0.05043712,2000,
exp3_lih_dissociation,RESULT,splat,lih,5.00000000,,,-7.94208252,,19,warm,38,0,,,-7.94203537,-0.04715287,2000,
exp3_lih_dissociation,RESULT,splat,lih,6.00000000,,,-7.93531740,,19,warm,38,0,,,-7.93529130,-0.02610631,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.00000000,,,-7.95325979,,88,warm,57,0,,,-7.95325400,-0.00579035,4000,
exp3_lih_dissociation,RESULT,splat,lih,1.30000000,,,-8.03253174,,27,warm,57,0,,,-8.03139037,-1.14137022,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.60000000,,,-8.04739813,,17,warm,57,0,,,-8.04739889,0.00075803,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.00000000,,,-8.03593115,,17,warm,57,0,,,-8.03593102,-0.00013507,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.50000000,,,-8.01090230,,17,warm,57,0,,,-8.01090183,-0.00046966,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.00000000,,,-7.98781178,,17,warm,57,0,,,-7.98781748,0.00569204,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.50000000,,,-7.97039432,,17,warm,57,0,,,-7.97018104,-0.21327361,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.00000000,,,-7.95778279,,17,warm,57,0,,,-7.95761094,-0.17185316,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.50000000,,,-7.95023185,,17,warm,57,0,,,-7.95014009,-0.09176122,2000,
exp3_lih_dissociation,RESULT,splat,lih,5.00000000,,,-7.94439784,,18,warm,57,0,,,-7.94429005,-0.10779236,2000,
exp3_lih_dissociation,RESULT,splat,lih,6.00000000,,,-7.93766351,,17,warm,57,0,,,-7.93755310,-0.11040523,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.00000000,,,-7.95329708,,92,warm,76,0,,,-7.95329241,-0.00466267,4000,
exp3_lih_dissociation,RESULT,splat,lih,1.30000000,,,-8.03431470,,33,warm,76,0,,,-8.03424476,-0.06993703,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.60000000,,,-8.04894524,,22,warm,76,0,,,-8.04889685,-0.04839196,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.00000000,,,-8.03968589,,22,warm,76,0,,,-8.03968577,-0.00011905,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.50000000,,,-8.01495279,,22,warm,76,0,,,-8.01481242,-0.14036312,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.00000000,,,-7.99477190,,22,warm,76,0,,,-7.99448305,-0.28884769,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.50000000,,,-7.97601022,,22,warm,76,0,,,-7.97585065,-0.15956557,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.00000000,,,-7.96917842,,21,warm,76,0,,,-7.96873895,-0.43946526,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.50000000,,,-7.95776919,,22,warm,76,0,,,-7.95746073,-0.30846053,2000,
exp3_lih_dissociation,RESULT,splat,lih,5.00000000,,,-7.95061191,,22,warm,76,0,,,-7.95033024,-0.28166621,2000,
exp3_lih_dissociation,RESULT,splat,lih,6.00000000,,,-7.94276377,,22,warm,76,0,,,-7.94261846,-0.14530639,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.00000000,,,-7.95337438,,97,warm,95,0,,,-7.95340010,0.02571265,4000,
exp3_lih_dissociation,RESULT,splat,lih,1.30000000,,,-8.03643585,,35,warm,95,0,,,-8.03443811,-1.99773745,2000,
exp3_lih_dissociation,RESULT,splat,lih,1.60000000,,,-8.06245294,,24,warm,95,0,,,-8.06229395,-0.15898950,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.00000000,,,-8.05685620,,24,warm,95,0,,,-8.05674861,-0.10758817,2000,
exp3_lih_dissociation,RESULT,splat,lih,2.50000000,,,-8.02201676,,25,warm,95,0,,,-8.02163512,-0.38163827,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.00000000,,,-7.99547161,,24,warm,95,0,,,-7.99490037,-0.57123419,2000,
exp3_lih_dissociation,RESULT,splat,lih,3.50000000,,,-7.97542704,,24,warm,95,0,,,-7.97468621,-0.74083169,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.00000000,,,-7.96530956,,25,warm,95,0,,,-7.96396847,-1.34109451,2000,
exp3_lih_dissociation,RESULT,splat,lih,4.50000000,,,-7.95808239,,24,warm,95,0,,,-7.95759560,-0.48678563,2000,
exp3_lih_dissociation,RESULT,splat,lih,5.00000000,,,-7.95259935,,24,warm,95,0,,,-7.95210889,-0.49046021,2000,
exp3_lih_dissociation,RESULT,splat,lih,6.00000000,,,-7.94331107,,24,warm,95,0,,,-7.94275948,-0.55158915,2000,
